股票代码,股票名称,所属行业,PE(动),总市值
600620,天宸股份,综合行业,170.34,102.5
600621,华鑫股份,房地产,48.29,74.47
600622,嘉宝集团,房地产,54.71,125.7
600623,华谊集团,化工行业,69.97,252.0
600624,复旦复华,综合行业,113.27,57.65
600625,PT水仙,-,0.0,0
600626,申达股份,国际贸易,39.93,81.46
600627,上电股份,-,0.0,0
600628,新世界,商业百货,153.54,84.09
600629,华建集团,工程建设,47.86,86.83
600630,龙头股份,纺织服装,68.15,63.94
600631,百联股份,商业百货,0.0,0
600632,华联商厦,-,0.0,0
600633,浙报传媒,文化传媒,41.34,252.8
600634,富控互动,软件服务,221.46,123.0
600635,大众公用,公用事业,33.01,192.2
600636,三爱富,化工行业,0.0,61.95
600637,东方明珠,文化传媒,23.56,606.0
600638,新黄浦,房地产,63.9,114.6
600639,浦东金桥,房地产,31.75,200.0
600640,号百控股,旅游酒店,481.71,159.5
600641,万业企业,房地产,15.16,108.9
600642,申能股份,电力行业,11.63,282.7
600643,爱建集团,多元金融,32.17,199.6
600644,乐山电力,电力行业,23.47,49.64
600645,中源协和,医药制造,1404.42,103.5
600646,ST国嘉,-,0.0,0
600647,同达创业,综合行业,47.93,47.71
600648,外高桥,房地产,27.73,230.4
600649,城投控股,房地产,24.56,514.5
600650,锦江投资,交运物流,53.32,126.4
600651,飞乐音响,电子元件,70.68,103.7
600652,游久游戏,电子信息,241.05,91.01
600653,申华控股,综合行业,0.0,73.77
600654,中安消,软件服务,60.92,223.6
600655,豫园商城,商业百货,34.28,164.1
600656,退市博元,综合行业,0.0,0
600657,信达地产,房地产,39.02,89.63
600658,电子城,房地产,65.25,111.6
600659,*ST花雕,-,0.0,0
600660,福耀玻璃,玻璃陶瓷,17.94,563.9
600661,新南洋,文教休闲,40.9,70.99
600662,强生控股,交运物流,62.65,109.8
600663,陆家嘴,房地产,29.33,776.9
600664,哈药股份,医药制造,25.15,198.2
600665,天地源,房地产,21.31,49.08
600666,奥瑞德,电子元件,47.97,223.2
600667,太极实业,电子元件,285.64,152.9
600668,尖峰集团,水泥建材,27.94,62.93
600669,*ST鞍成,-,0.0,0
600670,*ST斯达,-,0.0,0
600671,天目药业,医药制造,0.0,40.05
600672,*ST华圣,-,0.0,0
600673,东阳光科,有色金属,164.39,180.0
600674,川投能源,电力行业,10.66,398.0
600675,中华企业,房地产,21.19,138.9
600676,交运股份,汽车行业,29.28,90.10
600677,航天通信,航天航空,347.22,92.72
600678,四川金顶,水泥建材,0.0,50.60
600679,上海凤凰,文教休闲,297.44,136.3
600680,ST上普,通讯行业,0.0,104.5
600681,百川能源,公用事业,28.64,157.8
600682,南京新百,商业百货,0.0,402.3
600683,京投发展,房地产,50.69,66.45
600684,珠江实业,房地产,17.08,58.46
600685,中船防务,船舶制造,5313.16,467.9
600686,金龙汽车,汽车行业,0.0,94.77
600687,刚泰控股,贵金属,47.12,209.0
600688,上海石化,石油行业,11.71,697.7
600689,上海三毛,纺织服装,36.92,34.15
600690,青岛海尔,家电行业,13.92,709.8
600691,阳煤化工,化肥行业,0.0,58.15
600692,亚通股份,港口水运,133.1,62.72
600693,东百集团,商业百货,1038.5,112.2
600694,大商股份,商业百货,14.08,121.6
600695,绿庭投资,多元金融,1356.4,69.98
600696,匹凸匹,房地产,0.0,31.57
600697,欧亚集团,商业百货,19.69,54.66
600698,湖南天雁,交运设备,1273.98,133.9
600699,均胜电子,汽车行业,57.76,310.7
600700,*ST数码,-,0.0,0
600701,工大高新,综合行业,227.13,173.9
600702,沱牌舍得,酿酒行业,111.37,89.32
600703,三安光电,电子元件,32.66,651.3
600704,物产中大,国际贸易,18.76,310.1
600705,中航资本,多元金融,24.45,568.2
600706,曲江文旅,旅游酒店,43.04,37.93
600707,彩虹股份,电子元件,0.0,61.52
600708,光明地产,房地产,44.04,123.0
600709,ST生态,-,0.0,0
600710,*ST常林,专用设备,0.0,0
600711,盛屯矿业,有色金属,56.29,106.1
600712,南宁百货,商业百货,0.0,53.98
600713,南京医药,医药制造,41.92,71.97
600714,金瑞矿业,煤炭采选,31.58,41.12
600715,文投控股,文化传媒,77.13,375.5
600716,凤凰股份,房地产,133.0,69.74
600717,天津港,港口水运,16.05,202.8
600718,东软集团,软件服务,9.46,257.8
600719,大连热电,电力行业,270.56,36.78
600720,祁连山,水泥建材,52.15,86.87
600721,百花村,医药制造,49.84,69.35
600722,金牛化工,化工行业,285.6,74.02
600723,首商股份,商业百货,22.41,66.30
600724,宁波富达,房地产,14.61,85.70
600725,ST云维,化工行业,2.27,35.13
600726,华电能源,电力行业,28.64,97.15
600727,鲁北化工,化肥行业,114.75,34.61
600728,佳都科技,软件服务,10147.62,145.5
600729,重庆百货,商业百货,25.47,106.6
600730,中国高科,房地产,8.26,70.16
600731,湖南海利,农药兽药,265.69,37.61
600732,*ST新梅,房地产,0.0,0
600733,S*ST前锋,房地产,0.0,99.15
600734,实达集团,房地产,49.78,83.74
600735,新华锦,国际贸易,134.62,77.98
600736,苏州高新,房地产,33.09,101.6
600737,中粮糖业,食品饮料,52.76,233.7
600738,兰州民百,商业百货,59.02,36.85
600739,辽宁成大,商业百货,24.5,271.7
600740,山西焦化,煤炭采选,133.0,58.81
600741,华域汽车,汽车行业,9.19,547.3
600742,一汽富维,汽车行业,17.45,74.54
600743,华远地产,房地产,23.35,109.1
600744,华银电力,电力行业,48.69,91.55
600745,中茵股份,房地产,315.01,140.3
600746,江苏索普,化工行业,119.72,36.80
600747,大连控股,国际贸易,0.0,76.15
600748,上实发展,房地产,35.41,149.2
600749,西藏旅游,旅游酒店,0.0,38.83
600750,江中药业,医药制造,27.26,103.5
600751,天海投资,港口水运,79.81,228.8
600752,*ST哈慈,-,0.0,0
600753,东方银星,房地产,0.0,44.42
600754,锦江股份,旅游酒店,42.18,284.4
600755,厦门国贸,国际贸易,14.48,151.3
600756,浪潮软件,软件服务,59.84,69.10
600757,长江传媒,文化传媒,18.99,103.3
600758,红阳能源,煤炭采选,0.0,140.2
600759,洲际油气,石油行业,1514.57,177.2
600760,中航黑豹,汽车行业,360.75,130.3
600761,安徽合力,专用设备,23.68,93.69
600762,S*ST金荔,-,0.0,0
600763,通策医疗,医药制造,55.07,90.87
600764,中电广通,电子信息,387.17,106.9
600765,中航重机,航天航空,50.15,121.6
600766,园城黄金,贵金属,744.15,36.03
600767,运盛医疗,软件服务,0.0,42.90
600768,宁波富邦,有色金属,152.49,27.93
600769,祥龙电业,工程建设,2312.29,41.43
600770,综艺股份,综合行业,230.72,125.8
600771,广誉远,医药制造,118.52,145.6
600772,S*ST龙昌,-,0.0,0
600773,西藏城投,房地产,130.38,95.67
600774,汉商集团,商业百货,454.24,41.64
600775,南京熊猫,通讯行业,131.25,138.4
600776,东方通信,通讯行业,115.41,103.6
600777,新潮能源,石油行业,0.0,137.3
600778,友好集团,商业百货,0.0,33.45
600779,水井坊,酿酒行业,61.09,121.5
600780,通宝能源,电力行业,45.52,67.30
600781,辅仁药业,医药制造,123.85,33.65
600782,新钢股份,钢铁行业,28.25,104.0
600783,鲁信创投,综合行业,40.1,177.5
600784,鲁银投资,综合行业,123.26,51.42
600785,新华百货,商业百货,90.49,56.97
600786,东方锅炉,-,0.0,0
600787,中储股份,交运物流,25.14,192.9
600788,*ST达曼,-,0.0,0
600789,鲁抗医药,医药制造,196.84,57.29
600790,轻纺城,商业百货,19.76,72.98
600791,京能置业,房地产,101.11,36.96
600792,云煤能源,煤炭采选,0.0,55.04
600793,宜宾纸业,造纸印刷,0.0,44.10
600794,保税科技,交运物流,268.35,66.18
600795,国电电力,电力行业,9.77,630.8
600796,钱江生化,农药兽药,69.15,34.72
600797,浙大网新,电子信息,62.0,132.1
600798,宁波海运,港口水运,69.87,61.75
600799,*ST龙科,-,0.0,0
600800,天津磁卡,电子信息,0.0,75.19
600801,华新水泥,水泥建材,35.65,161.1
600802,福建水泥,水泥建材,0.0,54.11
600803,新奥股份,化工行业,52.29,134.5
600804,鹏博士,电信运营,35.9,290.4
600805,悦达投资,综合行业,63.01,74.62
600806,*ST昆机,机械行业,0.0,36.91
600807,天业股份,房地产,104.59,121.5
600808,马钢股份,钢铁行业,24.94,252.6
600809,山西汾酒,酿酒行业,43.57,262.1
600810,神马股份,化纤行业,43.98,43.70
600811,东方集团,综合行业,30.14,203.7
600812,华北制药,医药制造,184.61,100.5
600813,ST鞍一工,-,0.0,0
600814,杭州解百,商业百货,45.81,82.87
600815,厦工股份,机械行业,0.0,74.42
600816,安信信托,券商信托,17.4,527.8
600817,*ST宏盛,多元金融,0.0,30.03
600818,中路股份,文教休闲,112.91,102.0
600819,耀皮玻璃,玻璃陶瓷,142.52,79.37
600820,隧道股份,工程建设,25.22,352.8
600821,津劝业,商业百货,1195.76,47.91
600822,上海物贸,国际贸易,415.21,91.85
600823,世茂股份,房地产,9.31,197.2
600824,益民集团,商业百货,48.22,72.73
600825,新华传媒,文化传媒,183.9,89.55
600826,兰生股份,国际贸易,13.17,110.7
600827,百联股份,商业百货,30.28,301.3
600828,茂业商业,商业百货,28.08,159.5
600829,人民同泰,医药制造,38.49,86.40
600830,香溢融通,多元金融,49.03,52.97
600831,广电网络,文化传媒,47.66,78.10
600832,东方明珠,旅游酒店,0.0,0
600833,第一医药,医药制造,82.24,45.60
600834,申通地铁,交运物流,135.56,70.41
600835,上海机电,机械行业,15.23,220.7
600836,界龙实业,包装材料,0.0,66.34
600837,海通证券,券商信托,20.26,1720
600838,上海九百,商业百货,30.07,64.74
600839,四川长虹,家电行业,29.06,202.2
600840,新湖创业,-,0.0,0
600841,上柴股份,机械行业,130.19,127.4
600842,中西药业,-,0.0,0
600843,上工申贝,机械行业,43.55,91.34
600844,丹化科技,化工行业,0.0,79.39
600845,宝信软件,软件服务,42.31,142.0
600846,同济科技,工程建设,48.32,56.60
600847,万里股份,材料行业,0.0,33.98
600848,上海临港,房地产,106.78,221.3
600849,上药转换,-,0.0,0
600850,华东电脑,电子信息,35.23,98.32
600851,海欣股份,纺织服装,66.09,140.6
600852,*ST中川,-,0.0,0
600853,龙建股份,工程建设,188.3,38.01
600854,春兰股份,家电行业,88.61,43.22
600855,航天长峰,安防设备,165.91,95.80
600856,中天能源,石油行业,29.18,128.6
600857,宁波中百,商业百货,92.05,39.12
600858,银座股份,商业百货,106.25,51.07
600859,王府井,商业百货,21.98,126.4
600860,*ST京城,机械行业,0.0,38.99
600861,北京城乡,商业百货,45.36,47.81
600862,中航高科,航天航空,227.68,167.2
600863,内蒙华电,电力行业,25.96,188.8
600864,哈投股份,公用事业,43.76,217.0
600865,百大集团,商业百货,40.27,49.89
600866,*ST星湖,食品饮料,228.38,46.40
600867,通化东宝,医药制造,45.58,304.2
600868,梅雁吉祥,电力行业,151.11,103.1
600869,智慧能源,输配电气,48.52,183.8
600870,厦华电子,电子信息,0.0,48.87
600871,石化油服,石油行业,0.0,528.9
600872,中炬高新,食品饮料,37.04,126.4
600873,梅花生物,食品饮料,21.87,227.8
600874,创业环保,公用事业,24.31,118.9
600875,东方电气,输配电气,0.0,252.2
600876,洛阳玻璃,玻璃陶瓷,0.0,126.6
600877,中国嘉陵,交运设备,0.0,63.64
600878,*ST北科,-,0.0,0
600879,航天电子,航天航空,51.7,247.3
600880,博瑞传播,文化传媒,148.36,89.22
600881,亚泰集团,水泥建材,102.26,159.6
600882,广泽股份,食品饮料,132.5,42.68
600883,博闻科技,水泥建材,119.92,35.70
600884,杉杉股份,纺织服装,49.61,177.3
600885,宏发股份,电子元件,29.09,185.6
600886,国投电力,电力行业,11.14,506.2
600887,伊利股份,食品饮料,19.66,1151
600888,新疆众和,电子信息,146.37,64.25
600889,南京化纤,化纤行业,43.81,39.80
600890,中房股份,金属制品,0.0,65.28
600891,秋林集团,商业百货,22.04,58.36
600892,大晟文化,文化传媒,99.51,84.58
600893,中航动力,航天航空,74.82,666.5
600894,广日股份,专用设备,10.57,118.8
600895,张江高科,房地产,53.6,277.2
600896,览海投资,港口水运,0.0,93.52
600897,厦门空港,民航机场,17.81,76.98
600898,三联商社,通讯行业,286.78,46.44
600899,*ST信联,-,0.0,0
600900,长江电力,电力行业,13.47,2935
600908,无锡银行,银行,26.21,244.0
600909,华安证券,券商信托,85.71,456.2
600917,重庆燃气,公用事业,51.87,195.9
600919,江苏银行,银行,10.98,1165
600926,杭州银行,银行,12.86,575.6
600936,广西广电,文化传媒,55.71,206.4
600939,重庆建工,工程建设,126.03,369.8
600958,东方证券,券商信托,37.3,932.9
600959,江苏有线,文化传媒,42.18,412.5
600960,渤海活塞,机械行业,167.29,83.55
600961,株冶集团,有色金属,145.97,61.55
600962,国投中鲁,食品饮料,1010.38,47.38
600963,岳阳林纸,造纸印刷,333.32,94.09
600965,福成股份,农牧饲渔,62.62,115.7
600966,博汇纸业,造纸印刷,31.87,64.17
600967,北方创业,机械行业,0.0,255.3
600969,郴电国际,电力行业,38.99,44.70
600970,中材国际,水泥建材,32.62,166.8
600971,恒源煤电,煤炭采选,49.43,77.10
600973,宝胜股份,输配电气,31.42,83.47
600975,新五丰,农牧饲渔,20.19,55.35
600976,健民集团,医药制造,74.83,48.38
600977,中国电影,文化传媒,50.28,463.0
600978,宜华生活,木业家具,21.37,173.8
600979,广安爱众,公用事业,33.43,75.07
600980,北矿科技,机械行业,138.95,33.53
600981,汇鸿集团,国际贸易,26.65,199.6
600982,宁波热电,电力行业,60.74,41.90
600983,惠而浦,家电行业,24.92,82.85
600984,建设机械,机械行业,73.18,68.77
600985,雷鸣科化,化工行业,37.19,43.16
600986,科达股份,工程建设,36.36,146.7
600987,航民股份,纺织服装,15.5,84.12
600988,赤峰黄金,贵金属,53.38,108.5
600990,四创电子,电子元件,75.12,97.25
600991,广汽长丰,汽车行业,0.0,0
600992,贵绳股份,金属制品,231.82,40.64
600993,马应龙,医药制造,34.81,96.00
600995,文山电力,电力行业,31.27,61.49
600996,贵广网络,文化传媒,30.86,190.1
600997,开滦股份,煤炭采选,38.79,105.4
600998,九州通,医药制造,55.04,335.7
600999,招商证券,券商信托,20.94,1111
601000,唐山港,港口水运,16.29,208.8
601001,大同煤业,煤炭采选,29.76,102.3
601002,晋亿实业,机械行业,141.01,83.15
601003,柳钢股份,钢铁行业,74.95,123.5
601005,重庆钢铁,钢铁行业,0.0,111.8
601006,大秦铁路,交运物流,16.03,1100
601007,金陵饭店,旅游酒店,97.49,46.41
601008,连云港,港口水运,785.77,76.65
601009,南京银行,银行,8.53,722.2
601010,文峰股份,商业百货,37.58,92.58
601011,宝泰隆,煤炭采选,292.27,96.27
601012,隆基股份,材料行业,20.69,320.1
601015,陕西黑猫,煤炭采选,39.64,85.47
601016,节能风电,输配电气,94.86,178.9
601018,宁波港,港口水运,29.43,740.3
601020,华钰矿业,有色金属,129.16,182.3
601021,春秋航空,民航机场,19.11,298.0
601028,玉龙股份,金属制品,0.0,80.51
601038,一拖股份,机械行业,35.62,119.6
601058,赛轮金宇,汽车行业,22.61,92.22
601069,西部黄金,贵金属,112.32,142.1
601088,中国神华,煤炭采选,16.71,3795
601098,中南传媒,文化传媒,20.38,319.9
601099,太平洋,券商信托,47.67,318.3
601100,恒立液压,机械行业,191.57,104.9
601101,昊华能源,煤炭采选,0.0,83.52
601106,中国一重,机械行业,0.0,287.0
601107,四川成渝,高速公路,11.42,156.6
601111,中国国航,民航机场,12.96,1249
601113,华鼎锦纶,化纤行业,117.97,85.80
601116,三江购物,商业百货,126.03,128.8
601117,中国化学,工程建设,22.31,429.2
601118,海南橡胶,塑胶制品,0.0,277.1
601126,四方股份,输配电气,41.94,84.00
601127,小康股份,汽车行业,44.88,230.4
601128,常熟银行,银行,26.54,274.3
601137,博威合金,有色金属,50.29,92.20
601139,深圳燃气,公用事业,20.3,202.6
601155,新城控股,房地产,11.31,341.6
601158,重庆水务,公用事业,22.47,376.8
601163,三角轮胎,塑胶制品,34.75,262.9
601166,兴业银行,银行,5.26,3086
601168,西部矿业,有色金属,186.96,186.6
601169,北京银行,银行,7.34,1463
601177,杭齿前进,机械行业,566.09,49.13
601179,中国西电,输配电气,31.38,315.8
601186,中国铁建,工程建设,14.93,1816
601188,龙江交通,高速公路,23.18,80.40
601198,东兴证券,券商信托,36.07,527.6
601199,江南水务,公用事业,23.26,75.66
601206,海尔施,医疗行业,0.0,0
601208,东材科技,材料行业,94.09,50.25
601211,国泰君安,券商信托,14.63,1440
601212,白银有色,有色金属,363.3,1092
601216,君正集团,化工行业,32.63,431.2
601218,吉鑫科技,输配电气,43.05,54.15
601222,林洋能源,仪器仪表,28.66,135.3
601225,陕西煤业,煤炭采选,44.43,608.0
601226,华电重工,机械行业,431.26,93.21
601228,广州港,港口水运,0.0,0
601229,上海银行,银行,9.96,1449
601231,环旭电子,电子元件,32.12,258.7
601233,桐昆股份,化纤行业,16.51,186.9
601238,广汽集团,汽车行业,22.97,1718
601258,庞大集团,商业百货,90.66,192.9
601268,*ST二重,机械行业,0.0,0
601288,农业银行,银行,5.18,10653
601299,中国北车,交运设备,0.0,0
601311,骆驼股份,输配电气,31.64,136.8
601313,江南嘉捷,机械行业,26.82,46.59
601318,中国平安,保险,10.77,6718
601328,交通银行,银行,6.55,4589
601333,广深铁路,交运物流,26.14,379.7
601336,新华保险,保险,20.39,1301
601339,百隆东方,纺织服装,17.93,95.10
601366,利群股份,商业百货,0.0,0
601368,绿城水务,公用事业,31.31,85.21
601369,陕鼓动力,机械行业,44.73,124.1
601375,中原证券,券商信托,83.24,509.7
601377,兴业证券,券商信托,19.08,520.3
601388,怡球资源,有色金属,0.0,85.88
601390,中国中铁,工程建设,16.77,2067
601398,工商银行,银行,5.69,16894
601500,通用股份,塑胶制品,84.45,149.1
601515,东风股份,包装材料,23.02,138.1
601518,吉林高速,高速公路,27.75,53.26
601519,大智慧,软件服务,0.0,127.2
601555,东吴证券,券商信托,22.79,379.8
601558,华锐风电,输配电气,0.0,130.3
601566,九牧王,纺织服装,24.23,101.0
601567,三星医疗,仪器仪表,35.1,168.7
601579,会稽山,酿酒行业,71.75,70.87
601588,北辰实业,房地产,30.27,181.8
601595,上海电影,文化传媒,61.05,144.8
601599,鹿港文化,纺织服装,48.84,73.49
601600,中国铝业,有色金属,175.89,707.9
601601,中国太保,保险,20.81,2449
601607,上海医药,医药制造,19.05,608.8
601608,中信重工,机械行业,0.0,253.4
601611,中国核建,工程建设,69.43,465.7
601616,广电电气,输配电气,0.0,57.26
601618,中国中冶,工程建设,23.57,1055
601628,中国人寿,保险,37.08,7092
601633,长城汽车,汽车行业,10.85,1145
601636,旗滨集团,玻璃陶瓷,20.55,118.4
601666,平煤股份,煤炭采选,107.57,138.8
601668,中国建筑,工程建设,8.47,2796
601669,中国电建,工程建设,15.12,1080
601677,明泰铝业,有色金属,27.25,73.35
601678,滨化股份,化工行业,22.98,82.45
601688,华泰证券,券商信托,19.11,1226
601689,拓普集团,汽车行业,37.57,212.3
601699,潞安环能,煤炭采选,211.74,254.9
601700,风范股份,输配电气,41.35,95.98
601717,郑煤机,机械行业,250.66,155.4
601718,际华集团,纺织服装,32.68,335.2
601727,上海电气,输配电气,54.89,1131
601766,中国中车,交运设备,30.11,3019
601777,力帆股份,汽车行业,45.66,113.4
601788,光大证券,券商信托,22.59,718.8
601789,宁波建工,工程建设,38.23,67.25
601798,蓝科高新,机械行业,590.47,52.19
601799,星宇股份,汽车行业,33.49,107.4
601800,中国交建,工程建设,19.64,2952
601801,皖新传媒,文化传媒,35.76,340.2
601808,中海油服,石油行业,0.0,605.5
601811,新华文轩,文化传媒,43.07,276.4
601818,光大银行,银行,5.86,1909
601857,中国石油,石油行业,631.39,14514
601858,中国科传,文化传媒,149.29,161.7
601866,中远海发,港口水运,0.0,483.7
601872,招商轮船,港口水运,12.0,283.0
601877,正泰电器,输配电气,25.37,433.9
601880,大连港,港口水运,74.79,397.2
601881,中国银河,券商信托,32.7,1475
601882,海天精工,机械行业,226.86,143.6
601886,江河集团,装修装饰,35.49,124.8
601888,中国国旅,旅游酒店,28.51,555.3
601890,亚星锚链,船舶制造,136.09,87.79
601898,中煤能源,煤炭采选,38.47,779.6
601899,紫金矿业,贵金属,40.51,745.3
601900,南方传媒,文化传媒,26.76,123.8
601901,方正证券,券商信托,19.62,697.3
601908,京运通,机械行业,32.31,129.6
601918,新集能源,煤炭采选,57.12,138.1
601919,中远海控,港口水运,0.0,602.8
601928,凤凰传媒,文化传媒,23.02,261.1
601929,吉视传媒,文化传媒,40.46,126.6
601933,永辉超市,商业百货,49.47,537.9
601939,建设银行,银行,5.73,14801
601958,金钼股份,有色金属,0.0,256.2
601965,中国汽研,汽车行业,30.15,102.6
601966,玲珑轮胎,汽车行业,30.81,319.0
601968,宝钢包装,包装材料,476.23,79.33
601969,海南矿业,钢铁行业,0.0,232.0
601985,中国核电,机械行业,22.78,1143
601988,中国银行,银行,5.98,10745
601989,中国重工,船舶制造,119.21,1346
601991,大唐发电,电力行业,0.0,634.9
601992,金隅股份,水泥建材,16.58,501.9
601996,丰林集团,木业家具,57.1,55.10
601997,贵阳银行,银行,10.96,394.2
601998,中信银行,银行,7.91,3293
601999,出版传媒,文化传媒,49.65,61.04
603000,人民网,电子信息,183.02,183.3
603001,奥康国际,纺织服装,27.1,92.43
603002,宏昌电子,化工行业,161.57,41.04
603003,龙宇燃油,石油行业,11017.15,92.10
603005,晶方科技,电子信息,188.44,76.03
603006,联明股份,汽车行业,51.52,64.39
603007,花王股份,园林工程,92.24,76.01
603008,喜临门,木业家具,42.72,83.03
603009,北特科技,汽车行业,126.54,70.56
603010,万盛股份,化工行业,69.06,103.3
603011,合锻智能,机械行业,95.94,49.97
603012,创力集团,专用设备,58.16,64.74
603015,弘讯科技,仪器仪表,106.23,51.75
603016,新宏泰,输配电气,89.95,58.70
603017,中衡设计,工程建设,53.75,58.05
603018,中设集团,工程建设,47.1,77.94
603019,中科曙光,电子信息,177.94,176.9
603020,爱普股份,食品饮料,29.57,61.50
603021,山东华鹏,玻璃陶瓷,87.99,57.20
603022,新通联,包装材料,123.62,48.14
603023,威帝股份,汽车行业,62.72,52.16
603025,大豪科技,专用设备,66.05,157.7
603026,石大胜华,化工行业,41.6,75.52
603027,千禾味业,食品饮料,58.67,58.72
603028,赛福天,金属制品,140.37,55.05
603029,天鹅股份,机械行业,203.54,48.26
603030,全筑股份,装修装饰,136.44,54.63
603031,安德利,商业百货,110.52,45.81
603032,德新交运,交运物流,87.11,49.32
603033,三维股份,塑胶制品,60.32,46.87
603035,常熟汽饰,汽车行业,36.32,82.63
603036,如通股份,专用设备,138.36,87.95
603037,凯众股份,汽车行业,53.7,48.15
603038,华立股份,装修装饰,48.55,47.44
603039,泛微网络,软件服务,94.66,61.74
603040,新坐标,金属制品,110.58,49.20
603041,美思德,化工行业,0.0,0
603050,科林电气,输配电气,0.0,0
603058,永吉股份,造纸印刷,133.47,126.2
603060,国检集团,工程建设,70.83,80.28
603066,音飞储存,交运物流,70.21,54.69
603067,振华股份,化工行业,66.38,64.79
603069,海汽集团,交运物流,84.17,59.34
603077,和邦生物,化工行业,83.13,205.5
603078,江化微,化工行业,0.0,0
603081,大丰实业,专用设备,0.0,0
603085,天成自控,专用设备,171.56,60.42
603088,宁波精达,专用设备,151.58,42.52
